Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,Strong Against,Weak Against,Resistant To,Vulnerable To,base stat total,base stat avg,moves
#0860,Morgrem,"['dark', 'fairy']","['Prankster', 'Frisk', 'Pickpocket']",65,60,45,75,55,70,"['ghost', 'psychic', 'dragon']","['poison', 'steel', 'fire', 'fairy']","['ghost', 'psychic', 'dragon', 'dark']","['poison', 'steel', 'fairy']",370,61,"['Bite', 'Confide', 'Fake Out', 'Flatter', 'Fake Tears', 'Assurance', 'Swagger', 'Sucker Punch', 'Torment', 'Dark Pulse', 'Nasty Plot', 'Play Rough', 'Foul Play', 'False Surrender', 'Parting Shot', 'Take Down', 'Scary Face', 'Protect', 'Low Kick', 'Thief', 'Trailblaze', 'Chilling Water', 'Facade', 'Draining Kiss', 'Fling', 'Endure', 'Shadow Claw', 'Sleep Talk', 'Drain Punch', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Metronome', 'Thunder Wave', 'Rest', 'Taunt', 'Imprison', 'Leech Life', 'Substitute', 'Trick', 'Misty Terrain', 'Tera Blast', 'Burning Jealousy', 'Lash Out', 'Throat Chop', 'Mega Punch', 'Mega Kick', 'Snore', 'Attract', 'Revenge', 'Round', 'Retaliate', 'Uproar']"
#0861,Grimmsnarl,"['dark', 'fairy']","['Prankster', 'Frisk', 'Pickpocket']",95,120,65,95,75,60,"['ghost', 'psychic', 'dragon']","['poison', 'steel', 'fire', 'fairy']","['ghost', 'psychic', 'dragon', 'dark']","['poison', 'steel', 'fairy']",510,85,"['G-Max Snooze', 'Bite', 'Bulk Up', 'Confide', 'Fake Out', 'False Surrender', 'Flatter', 'Fake Tears', 'Assurance', 'Swagger', 'Sucker Punch', 'Torment', 'Dark Pulse', 'Nasty Plot', 'Play Rough', 'Foul Play', 'Hammer Arm', 'Spirit Break', 'Parting Shot', 'Take Down', 'Scary Face', 'Protect', 'Low Kick', 'Thief', 'Trailblaze', 'Chilling Water', 'Facade', 'Draining Kiss', 'Low Sweep', 'Fling', 'Endure', 'Brick Break', 'Shadow Claw', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Drain Punch', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Metronome', 'Thunder Wave', 'Stomping Tantrum', 'Rest', 'Taunt', 'Body Press', 'Imprison', 'Leech Life', 'Substitute', 'Crunch', 'Trick', 'Misty Terrain', 'Giga Impact', 'Focus Blast', 'Hyper Beam', 'Tera Blast', 'Focus Punch', 'Burning Jealousy', 'Lash Out', 'Throat Chop', 'Power-Up Punch', 'Mega Punch', 'Mega Kick', 'Snore', 'Attract', 'Revenge', 'Power Swap', 'Wonder Room', 'Round', 'Retaliate', 'Focus Energy', 'Uproar', 'Superpower', 'Power Whip', 'Darkest Lariat']"
#0862,Obstagoon,"['dark', 'normal']","['Reckless', 'Guts', 'Defiant']",93,90,101,60,81,95,['psychic'],"['fighting', 'rock', 'ghost', 'steel', 'fairy', 'dark']","['ghost', 'psychic', 'dark']","['fighting', 'bug', 'fairy']",520,86,"['Baby-Doll Eyes', 'Cross Chop', 'Leer', 'Lick', 'Night Slash', 'Obstruct', 'Pin Missile', 'Sand Attack', 'Submission', 'Switcheroo', 'Tackle', 'Snarl', 'Headbutt', 'Hone Claws', 'Fury Swipes', 'Rest', 'Take Down', 'Scary Face', 'Counter', 'Taunt', 'Double-Edge', 'Knock Off', 'Parting Shot', 'Quick Guard', 'Lash Out', 'Mega Punch', 'Mega Kick', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Hyper Beam', 'Giga Impact', 'Thunder Wave', 'Dig', 'Screech', 'Thief', 'Snore', 'Protect', 'Icy Wind', 'Attract', 'Rain Dance', 'Sunny Day', 'Whirlpool', 'Facade', 'Swift', 'Helping Hand', 'Revenge', 'Brick Break', 'Fake Tears', 'Mud Shot', 'Payback', 'Assurance', 'Fling', 'Shadow Claw', 'Cross Poison', 'Round', 'Retaliate', 'Stomping Tantrum', 'Body Slam', 'Surf', 'Ice Beam', 'Blizzard', 'Low Kick', 'Thunderbolt', 'Thunder', 'Focus Energy', 'Substitute', 'Reversal', 'Endure', 'Sleep Talk', 'Iron Tail', 'Shadow Ball', 'Trick', 'Hyper Voice', 'Iron Defense', 'Bulk Up', 'Close Combat', 'Seed Bomb', 'X-Scissor', 'Gunk Shot', 'Grass Knot', 'Work Up', 'Throat Chop', 'Body Press']"
#0863,Perrserker,['steel'],"['Battle Armor', 'Tough Claws', 'Steely Spirit']",70,110,100,50,60,50,"['rock', 'ice', 'fairy']","['steel', 'fire', 'water', 'electric']","['normal', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['fighting', 'ground', 'fire']",440,73,"['Fake Out', 'Growl', 'Hone Claws', 'Iron Defense', 'Metal Burst', 'Scratch', 'Pay Day', 'Metal Claw', 'Taunt', 'Swagger', 'Fury Swipes', 'Screech', 'Slash', 'Metal Sound', 'Thrash', 'Iron Head', 'Covet', 'Curse', 'Double-Edge', 'Flail', 'Night Slash', 'Spite', 'Take Down', 'Charm', 'Fake Tears', 'Protect', 'Thief', 'Trailblaze', 'Chilling Water', 'Facade', 'Aerial Ace', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'False Swipe', 'Brick Break', 'U-turn', 'Shadow Claw', 'Foul Play', 'Body Slam', 'Sleep Talk', 'Seed Bomb', 'Metronome', 'Rest', 'Swords Dance', 'Flash Cannon', 'Dark Pulse', 'Gunk Shot', 'Substitute', 'X-Scissor', 'Crunch', 'Shadow Ball', 'Stealth Rock', 'Hyper Voice', 'Heavy Slam', 'Thunderbolt', 'Play Rough', 'Amnesia', 'Helping Hand', 'Baton Pass', 'Nasty Plot', 'Giga Impact', 'Hyper Beam', 'Thunder', 'Close Combat', 'Steel Beam', 'Tera Blast', 'Gyro Ball', 'Knock Off', 'Lash Out', 'Endeavor', 'Throat Chop', 'Snore', 'Attract', 'Payback', 'Assurance', 'Round', 'Retaliate', 'Iron Tail', 'Uproar', 'Work Up']"
#0864,Cursola,['ghost'],"['Weak Armor', 'Perish Body']",60,95,50,145,130,30,"['ghost', 'psychic']","['normal', 'dark']","['normal', 'fighting', 'poison', 'bug']","['ghost', 'dark']",510,85,"['Astonish', 'Disable', 'Harden', 'Perish Song', 'Tackle', 'Spite', 'Ancient Power', 'Hex', 'Curse', 'Strength Sap', 'Power Gem', 'Night Shade', 'Grudge', 'Mirror Coat', 'Confuse Ray', 'Destiny Bond', 'Haze', 'Head Smash', 'Nature Power', 'Water Pulse', 'Burning Jealousy', 'Meteor Beam', 'Poltergeist', 'Pin Missile', 'Hyper Beam', 'Giga Impact', 'Dig', 'Screech', 'Light Screen', 'Reflect', 'Safeguard', 'Self-Destruct', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Icy Wind', 'Giga Drain', 'Attract', 'Sandstorm', 'Rain Dance', 'Sunny Day', 'Hail', 'Whirlpool', 'Will-O-Wisp', 'Facade', 'Revenge', 'Rock Tomb', 'Icicle Spear', 'Rock Blast', 'Brine', 'Round', 'Bulldoze', 'Stomping Tantrum', 'Body Slam', 'Hydro Pump', 'Surf', 'Ice Beam', 'Blizzard', 'Earthquake', 'Psychic', 'Amnesia', 'Leech Life', 'Substitute', 'Endure', 'Sleep Talk', 'Shadow Ball', 'Iron Defense', 'Calm Mind', 'Earth Power', 'Stone Edge', 'Stealth Rock', 'Scald', 'Throat Chop', 'Liquidation']"
#0865,Sirfetch'd,['fighting'],"['Steadfast', 'Scrappy']",62,135,95,68,82,65,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",507,84,"['First Impression', 'Fury Cutter', 'Iron Defense', 'Leer', 'Peck', 'Sand Attack', 'Rock Smash', 'Brutal Swing', 'Detect', 'Knock Off', 'Defog', 'Brick Break', 'Swords Dance', 'Slam', 'Leaf Blade', 'Final Gambit', 'Brave Bird', 'Meteor Assault', 'Counter', 'Covet', 'Curse', 'Double-Edge', 'Feint', 'Flail', 'Night Slash', 'Quick Attack', 'Quick Guard', 'Simple Beam', 'Sky Attack', 'Coaching', 'Dual Wingbeat', 'Grassy Glide', 'Solar Blade', 'Rest', 'Snore', 'Protect', 'Steel Wing', 'Attract', 'Sunny Day', 'Facade', 'Helping Hand', 'Revenge', 'Assurance', 'Round', 'Retaliate', 'Body Slam', 'Focus Energy', 'Substitute', 'Endure', 'Sleep Talk', 'Superpower', 'Close Combat', 'Poison Jab', 'Work Up', 'Throat Chop']"
#0866,Mr. Rime,"['ice', 'psychic']","['Tangled Feet', 'Screen Cleaner', 'Ice Body']",80,85,75,110,100,70,"['fighting', 'flying', 'poison', 'ground', 'grass', 'dragon']","['steel', 'fire', 'water', 'psychic', 'ice', 'dark']","['psychic', 'ice']","['rock', 'bug', 'ghost', 'steel', 'fire', 'dark']",520,86,"['Mimic', 'After You', 'Baton Pass', 'Block', 'Copycat', 'Dazzling Gleam', 'Encore', 'Fake Tears', 'Ice Shard', 'Light Screen', 'Misty Terrain', 'Pound', 'Protect', 'Rapid Spin', 'Recycle', 'Reflect', 'Role Play', 'Safeguard', 'Slack Off', 'Confusion', 'Ally Switch', 'Icy Wind', 'Double Kick', 'Psybeam', 'Hypnosis', 'Mirror Coat', 'Sucker Punch', 'Freeze-Dry', 'Psychic', 'Teeter Dance', 'Confuse Ray', 'Fake Out', 'Power Split', 'Tickle', 'Expanding Force', 'Triple Axel', 'Mega Punch', 'Mega Kick', 'Ice Punch', 'Hyper Beam', 'Giga Impact', 'Solar Beam', 'Thunder Wave', 'Screech', 'Rest', 'Thief', 'Snore', 'Charm', 'Attract', 'Rain Dance', 'Sunny Day', 'Hail', 'Facade', 'Helping Hand', 'Brick Break', 'Icicle Spear', 'Payback', 'Fling', 'Power Swap', 'Guard Swap', 'Drain Punch', 'Avalanche', 'Trick Room', 'Wonder Room', 'Magic Room', 'Round', 'Psychic Terrain', 'Stomping Tantrum', 'Body Slam', 'Ice Beam', 'Blizzard', 'Thunderbolt', 'Thunder', 'Metronome', 'Substitute', 'Psyshock', 'Endure', 'Sleep Talk', 'Shadow Ball', 'Future Sight', 'Uproar', 'Taunt', 'Trick', 'Skill Swap', 'Iron Defense', 'Calm Mind', 'Focus Blast', 'Energy Ball', 'Nasty Plot', 'Zen Headbutt', 'Grass Knot', 'Foul Play', 'Stored Power']"
#0867,Runerigus,"['ground', 'ghost']",['Wandering Spirit'],58,95,145,50,105,30,"['poison', 'rock', 'ghost', 'steel', 'fire', 'electric', 'psychic']","['normal', 'flying', 'bug', 'grass', 'dark']","['normal', 'fighting', 'poison', 'rock', 'bug', 'electric']","['ghost', 'water', 'grass', 'ice', 'dark']",483,80,"['Astonish', 'Haze', 'Night Shade', 'Protect', 'Scary Face', 'Shadow Claw', 'Disable', 'Brutal Swing', 'Crafty Shield', 'Hex', 'Mean Look', 'Slam', 'Curse', 'Shadow Ball', 'Earthquake', 'Guard Split', 'Power Split', 'Destiny Bond', 'Memento', 'Poltergeist', 'Hyper Beam', 'Giga Impact', 'Safeguard', 'Rest', 'Rock Slide', 'Thief', 'Snore', 'Attract', 'Sandstorm', 'Rain Dance', 'Will-O-Wisp', 'Facade', 'Revenge', 'Imprison', 'Fake Tears', 'Rock Tomb', 'Sand Tomb', 'Rock Blast', 'Payback', 'Power Swap', 'Guard Swap', 'Trick Room', 'Wonder Room', 'Round', 'Bulldoze', 'Phantom Force', 'Psychic', 'Amnesia', 'Substitute', 'Endure', 'Sleep Talk', 'Taunt', 'Trick', 'Skill Swap', 'Iron Defense', 'Calm Mind', 'Toxic Spikes', 'Dark Pulse', 'Dragon Pulse', 'Energy Ball', 'Earth Power', 'Nasty Plot', 'Zen Headbutt', 'Stone Edge', 'Stealth Rock', 'Grass Knot', 'Ally Switch', 'Body Press']"
#0868,Milcery,['fairy'],"['Sweet Veil', 'Aroma Veil']",45,40,40,50,61,34,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",270,45,"['Aromatic Mist', 'Tackle', 'Sweet Kiss', 'Sweet Scent', 'Draining Kiss', 'Charm', 'Attract', 'Acid Armor', 'Dazzling Gleam', 'Recover', 'Misty Terrain', 'Entrainment', 'Baby-Doll Eyes', 'Last Resort', 'Protect', 'Facade', 'Stored Power', 'Endure', 'Sleep Talk', 'Rest', 'Substitute', 'Helping Hand', 'Tera Blast', 'Aromatherapy', 'Snore', 'Fling', 'Round']"
#0869,Alcremie,['fairy'],"['Sweet Veil', 'Aroma Veil']",65,60,75,110,121,64,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",495,82,"['G-Max Finale', 'Aromatic Mist', 'Sweet Kiss', 'Sweet Scent', 'Tackle', 'Draining Kiss', 'Charm', 'Attract', 'Acid Armor', 'Dazzling Gleam', 'Recover', 'Misty Terrain', 'Entrainment', 'Decorate', 'Fake Tears', 'Protect', 'Disarming Voice', 'Facade', 'Magical Leaf', 'Stored Power', 'Fling', 'Endure', 'Psyshock', 'Sleep Talk', 'Drain Punch', 'Light Screen', 'Metronome', 'Rest', 'Imprison', 'Substitute', 'Giga Drain', 'Energy Ball', 'Psychic', 'Encore', 'Play Rough', 'Calm Mind', 'Helping Hand', 'Giga Impact', 'Hyper Beam', 'Solar Beam', 'Tera Blast', 'Misty Explosion', 'Pain Split', 'Psych Up', 'Endeavor', 'Alluring Voice', 'Aromatherapy', 'Baby-Doll Eyes', 'Last Resort', 'Safeguard', 'Snore', 'Wonder Room', 'Magic Room', 'Round', 'Mystical Fire', 'Tri Attack']"
#0870,Falinks,['fighting'],"['Battle Armor', 'Defiant']",65,100,100,70,60,75,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",470,78,"['Protect', 'Tackle', 'Rock Smash', 'Focus Energy', 'Headbutt', 'Bulk Up', 'Endure', 'Reversal', 'First Impression', 'No Retreat', 'Iron Defense', 'Close Combat', 'Megahorn', 'Counter', 'Take Down', 'Agility', 'Trailblaze', 'Facade', 'Rock Tomb', 'Sunny Day', 'Rain Dance', 'Smart Strike', 'False Swipe', 'Brick Break', 'Zen Headbutt', 'Body Slam', 'Sleep Talk', 'Poison Jab', 'Rest', 'Rock Slide', 'Swords Dance', 'Body Press', 'Iron Head', 'Substitute', 'Helping Hand', 'Giga Impact', 'Focus Blast', 'Hyper Beam', 'Tera Blast', 'Knock Off', 'Lunge', 'High Horsepower', 'Uproar', 'Psych Up', 'Endeavor', 'Coaching', 'Throat Chop', 'Upper Hand', 'Screech', 'Snore', 'Beat Up', 'Revenge', 'Payback', 'Assurance', 'Round', 'Retaliate', 'Superpower']"
#0871,Pincurchin,['electric'],"['Lightning Rod', 'Electric Surge']",48,101,95,91,85,15,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],435,72,"['Peck', 'Thunder Shock', 'Water Gun', 'Charge', 'Fury Attack', 'Spark', 'Bubble Beam', 'Recover', 'Curse', 'Electric Terrain', 'Poison Jab', 'Zing Zap', 'Acupressure', 'Discharge', 'Memento', 'Sucker Punch', 'Take Down', 'Protect', 'Chilling Water', 'Charge Beam', 'Facade', 'Hex', 'Swift', 'Venoshock', 'Endure', 'Rain Dance', 'Body Slam', 'Sleep Talk', 'Electro Ball', 'Thunder Wave', 'Rest', 'Spikes', 'Toxic Spikes', 'Substitute', 'Liquidation', 'Surf', 'Thunderbolt', 'Reversal', 'Hydro Pump', 'Wild Charge', 'Giga Impact', 'Hyper Beam', 'Thunder', 'Tera Blast', 'Scald', 'Pain Split', 'Muddy Water', 'Supercell Slam', 'Electroweb', 'Throat Chop', 'Rising Voltage', 'Pin Missile', 'Self-Destruct', 'Snore', 'Attract', 'Brine', 'Payback', 'Assurance', 'Round', 'Venom Drench']"
#0872,Snom,"['ice', 'bug']","['Shield Dust', 'Ice Scales']",30,25,35,45,30,20,"['ground', 'grass', 'psychic', 'dragon', 'dark']","['fighting', 'poison', 'ghost', 'steel', 'fire', 'water', 'ice', 'fairy']","['ground', 'grass', 'ice']","['flying', 'rock', 'steel', 'fire']",185,30,"['Powder Snow', 'Struggle Bug', 'Bug Bite', 'Fairy Wind', 'Mirror Coat', 'Protect', 'Pounce', 'Facade', 'Icy Wind', 'Sleep Talk', 'Rest', 'Substitute', 'Bug Buzz', 'Tera Blast', 'Skitter Smack', 'Snore', 'Attract', 'Icicle Spear', 'Round', 'Endure']"
#0873,Frosmoth,"['ice', 'bug']","['Shield Dust', 'Ice Scales']",70,65,60,125,90,65,"['ground', 'grass', 'psychic', 'dragon', 'dark']","['fighting', 'poison', 'ghost', 'steel', 'fire', 'water', 'ice', 'fairy']","['ground', 'grass', 'ice']","['flying', 'rock', 'steel', 'fire']",475,79,"['Attract', 'Helping Hand', 'Powder Snow', 'Struggle Bug', 'Stun Spore', 'Infestation', 'Mist', 'Defog', 'Feather Dance', 'Aurora Beam', 'Snowscape', 'Bug Buzz', 'Aurora Veil', 'Blizzard', 'Tailwind', 'Wide Guard', 'Quiver Dance', 'Icy Wind', 'Bug Bite', 'Fairy Wind', 'Mirror Coat', 'Take Down', 'Protect', 'Acrobatics', 'Pounce', 'Facade', 'Swift', 'Avalanche', 'Endure', 'U-turn', 'Air Slash', 'Sleep Talk', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Rest', 'Imprison', 'Leech Life', 'Substitute', 'Giga Drain', 'Ice Spinner', 'Play Rough', 'Calm Mind', 'Ice Beam', 'Giga Impact', 'Hurricane', 'Hyper Beam', 'Tera Blast', 'Lunge', 'Icicle Spear', 'Weather Ball', 'Triple Axel', 'Skitter Smack', 'Hail', 'Dual Wingbeat', 'Safeguard', 'Snore', 'Round']"
#0874,Stonjourner,['rock'],['Power Spot'],100,125,135,20,20,70,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",470,78,"['Block', 'Rock Throw', 'Rock Polish', 'Rock Tomb', 'Gravity', 'Stomp', 'Stealth Rock', 'Rock Slide', 'Body Slam', 'Wide Guard', 'Heavy Slam', 'Stone Edge', 'Mega Kick', 'Ancient Power', 'Curse', 'Take Down', 'Protect', 'Low Kick', 'Facade', 'Bulldoze', 'Low Sweep', 'Endure', 'Sunny Day', 'Sandstorm', 'Sleep Talk', 'Rock Blast', 'Stomping Tantrum', 'Rest', 'Body Press', 'Imprison', 'Power Gem', 'Substitute', 'Iron Defense', 'Earth Power', 'Earthquake', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Sand Tomb', 'Smack Down', 'High Horsepower', 'Heat Crash', 'Psych Up', 'Endeavor', 'Meteor Beam', 'Hard Press', 'Safeguard', 'Self-Destruct', 'Snore', 'Attract', 'Assurance', 'Wonder Room', 'Round', 'Brutal Swing', 'Superpower']"
#0875,Eiscue,['ice'],['Ice Face'],75,80,110,65,90,50,"['flying', 'ground', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']",['ice'],"['fighting', 'rock', 'steel', 'fire']",470,78,"['Powder Snow', 'Tackle', 'Mist', 'Weather Ball', 'Icy Wind', 'Headbutt', 'Amnesia', 'Freeze-Dry', 'Snowscape', 'Aurora Veil', 'Surf', 'Blizzard', 'Aqua Ring', 'Belly Drum', 'Double-Edge', 'Head Smash', 'Icicle Crash', 'Soak', 'Take Down', 'Agility', 'Protect', 'Water Pulse', 'Chilling Water', 'Facade', 'Avalanche', 'Endure', 'Rain Dance', 'Zen Headbutt', 'Body Slam', 'Ice Punch', 'Sleep Talk', 'Reflect', 'Waterfall', 'Rest', 'Iron Head', 'Substitute', 'Iron Defense', 'Liquidation', 'Ice Spinner', 'Reversal', 'Ice Beam', 'Hydro Pump', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Icicle Spear', 'Flip Turn', 'Whirlpool', 'Feather Dance', 'Hail', 'Snore', 'Attract', 'Dive', 'Brine', 'Round']"
#0876,Indeedee,"['psychic', 'normal']","['Inner Focus', 'Synchronize', 'Psychic Surge']",60,65,55,105,95,95,"['fighting', 'poison']","['rock', 'ghost', 'steel', 'psychic', 'dark']","['ghost', 'psychic']","['bug', 'dark']",475,79,"['Play Nice', 'Stored Power', 'Encore', 'Disarming Voice', 'Psybeam', 'Helping Hand', 'After You', 'Healing Wish', 'Psychic', 'Calm Mind', 'Power Split', 'Psychic Terrain', 'Last Resort', 'Baton Pass', 'Follow Me', 'Guard Split', 'Extrasensory', 'Fake Out', 'Psych Up', 'Heal Pulse', 'Take Down', 'Protect', 'Facade', 'Swift', 'Magical Leaf', 'Draining Kiss', 'Endure', 'Psyshock', 'Zen Headbutt', 'Body Slam', 'Sleep Talk', 'Drain Punch', 'Dazzling Gleam', 'Metronome', 'Rest', 'Imprison', 'Skill Swap', 'Substitute', 'Trick', 'Shadow Ball', 'Hyper Voice', 'Energy Ball', 'Play Rough', 'Trick Room', 'Tera Blast', 'Gravity', 'Expanding Force', 'Psychic Noise', 'Charm', 'Reflect', 'Light Screen', 'Alluring Voice', 'Aromatherapy', 'Psycho Shift', 'Terrain Pulse', 'Pay Day', 'Snore', 'Attract', 'Power Swap', 'Wonder Room', 'Magic Room', 'Round', 'Mystical Fire', 'Safeguard', 'Guard Swap', 'Tri Attack', 'Future Sight', 'Ally Switch']"
#0877,Morpeko,"['electric', 'dark']",['Hunger Switch'],58,95,58,70,58,97,"['flying', 'ghost', 'water', 'psychic']","['fighting', 'ground', 'grass', 'electric', 'dragon', 'fairy', 'dark']","['flying', 'ghost', 'steel', 'electric', 'psychic', 'dark']","['fighting', 'ground', 'bug', 'fairy']",436,72,"['Tail Whip', 'Thunder Shock', 'Leer', 'Power Trip', 'Quick Attack', 'Flatter', 'Bite', 'Spark', 'Torment', 'Agility', 'Bullet Seed', 'Crunch', 'Aura Wheel', 'Thrash', 'Charge', 'Fake Out', 'Parting Shot', 'Quash', 'Rapid Spin', 'Super Fang', 'Swagger', 'Tickle', 'Take Down', 'Fake Tears', 'Scary Face', 'Protect', 'Fire Fang', 'Thunder Fang', 'Ice Fang', 'Thief', 'Charge Beam', 'Facade', 'Snarl', 'Swift', 'Fling', 'Endure', 'Volt Switch', 'Brick Break', 'Foul Play', 'Psychic Fangs', 'Thunder Punch', 'Sleep Talk', 'Seed Bomb', 'Electro Ball', 'Thunder Wave', 'Stomping Tantrum', 'Rest', 'Taunt', 'Dark Pulse', 'Eerie Impulse', 'Substitute', 'Thunderbolt', 'Baton Pass', 'Reversal', 'Electric Terrain', 'Nasty Plot', 'Wild Charge', 'Outrage', 'Thunder', 'Tera Blast', 'Spite', 'Knock Off', 'Uproar', 'Lash Out', 'Double-Edge', 'Endeavor', 'Electroweb', 'Rising Voltage', 'Snore', 'Attract', 'Revenge', 'Payback', 'Assurance', 'Round']"
#0878,Cufant,['steel'],"['Sheer Force', 'Heavy Metal']",72,80,49,40,49,40,"['rock', 'ice', 'fairy']","['steel', 'fire', 'water', 'electric']","['normal', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['fighting', 'ground', 'fire']",330,55,"['Growl', 'Tackle', 'Rollout', 'Rock Smash', 'Bulldoze', 'Stomp', 'Iron Defense', 'Dig', 'Strength', 'Iron Head', 'Play Rough', 'High Horsepower', 'Superpower', 'Belch', 'Curse', 'Defense Curl', 'Double-Edge', 'Fissure', 'Slam', 'Swagger', 'Whirlwind', 'Take Down', 'Protect', 'Facade', 'Mud Shot', 'Rock Tomb', 'Fling', 'Endure', 'Sandstorm', 'Brick Break', 'Zen Headbutt', 'Body Slam', 'Sleep Talk', 'Rock Blast', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Body Press', 'Flash Cannon', 'Substitute', 'Stealth Rock', 'Heavy Slam', 'Earth Power', 'Earthquake', 'Stone Edge', 'Steel Beam', 'Tera Blast', 'Endeavor', 'Steel Roller', 'Mega Kick', 'Screech', 'Snore', 'Attract', 'Round', 'Brutal Swing', 'Power Whip', 'Work Up']"
#0879,Copperajah,['steel'],"['Sheer Force', 'Heavy Metal']",122,130,69,80,69,30,"['rock', 'ice', 'fairy']","['steel', 'fire', 'water', 'electric']","['normal', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['fighting', 'ground', 'fire']",500,83,"['G-Max Steelsurge', 'Growl', 'Rock Smash', 'Rollout', 'Tackle', 'Bulldoze', 'Stomp', 'Iron Defense', 'Dig', 'Strength', 'Iron Head', 'Play Rough', 'High Horsepower', 'Superpower', 'Heavy Slam', 'Belch', 'Curse', 'Defense Curl', 'Double-Edge', 'Fissure', 'Slam', 'Swagger', 'Whirlwind', 'Take Down', 'Protect', 'Facade', 'Snarl', 'Mud Shot', 'Rock Tomb', 'Fling', 'Endure', 'Sandstorm', 'Brick Break', 'Zen Headbutt', 'Body Slam', 'Sleep Talk', 'Rock Blast', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Taunt', 'Body Press', 'Flash Cannon', 'Substitute', 'Stealth Rock', 'Earth Power', 'Earthquake', 'Stone Edge', 'Giga Impact', 'Outrage', 'Hyper Beam', 'Steel Beam', 'Tera Blast', 'Smack Down', 'Knock Off', 'Heat Crash', 'Endeavor', 'Supercell Slam', 'Hard Press', 'Steel Roller', 'Mega Kick', 'Screech', 'Snore', 'Scary Face', 'Attract', 'Revenge', 'Payback', 'Round', 'Brutal Swing', 'Power Whip', 'Work Up']"
#0880,Dracozolt,"['electric', 'dragon']","['Volt Absorb', 'Hustle', 'Sand Rush']",90,100,90,80,70,75,"['flying', 'water']","['ground', 'steel', 'grass', 'electric', 'fairy']","['flying', 'steel', 'fire', 'water', 'grass', 'electric']","['ground', 'ice', 'dragon', 'fairy']",505,84,"['Tackle', 'Thunder Shock', 'Charge', 'Aerial Ace', 'Ancient Power', 'Pluck', 'Dragon Tail', 'Stomp', 'Slam', 'Discharge', 'Bolt Beak', 'Dragon Pulse', 'Dragon Rush', 'Meteor Beam', 'Rising Voltage', 'Mega Punch', 'Mega Kick', 'Thunder Punch', 'Hyper Beam', 'Giga Impact', 'Fire Spin', 'Thunder Wave', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Rain Dance', 'Sunny Day', 'Facade', 'Rock Tomb', 'Rock Blast', 'Thunder Fang', 'Fire Fang', 'Round', 'Bulldoze', 'Brutal Swing', 'Stomping Tantrum', 'Breaking Swipe', 'Body Slam', 'Flamethrower', 'Low Kick', 'Thunderbolt', 'Thunder', 'Earthquake', 'Fire Blast', 'Substitute', 'Outrage', 'Endure', 'Sleep Talk', 'Iron Tail', 'Taunt', 'Dragon Claw', 'Earth Power', 'Stone Edge', 'Electro Ball', 'Wild Charge', 'High Horsepower']"
