Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,Strong Against,Weak Against,Resistant To,Vulnerable To,base stat total,base stat avg,moves
#0763,Tsareena,['grass'],"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",72,120,98,50,98,72,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'fire', 'ice']",510,85,"['Stomp', 'Flail', 'Play Nice', 'Power Whip', 'Rapid Spin', 'Razor Leaf', 'Splash', 'Swagger', 'Sweet Scent', 'Magical Leaf', 'Teeter Dance', 'Aromatic Mist', 'Leaf Storm', 'High Jump Kick', 'Trop Kick', 'Acupressure', 'Endeavor', 'Synthesis', 'Take Down', 'Charm', 'Protect', 'Low Kick', 'Acrobatics', 'Trailblaze', 'Facade', 'Swift', 'Draining Kiss', 'Low Sweep', 'Fling', 'Endure', 'Sunny Day', 'Bullet Seed', 'Zen Headbutt', 'U-turn', 'Sleep Talk', 'Seed Bomb', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Grass Knot', 'Rest', 'Taunt', 'Substitute', 'Giga Drain', 'Energy Ball', 'Play Rough', 'Helping Hand', 'Grassy Terrain', 'Giga Impact', 'Hyper Beam', 'Solar Beam', 'Tera Blast', 'Aromatherapy', 'Grassy Glide', 'Triple Axel', 'Mega Kick', 'Solar Blade', 'Safeguard', 'Snore', 'Attract', 'Bounce', 'Payback', 'Round']"
#0764,Comfey,['fairy'],"['Flower Veil', 'Triage', 'Natural Cure']",51,52,90,82,110,100,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",485,80,"['Growth', 'Wrap', 'Vine Whip', 'Helping Hand', 'Draining Kiss', 'Charm', 'Magical Leaf', 'Synthesis', 'Leech Seed', 'Grass Knot', 'Sweet Kiss', 'Floral Healing', 'Petal Blizzard', 'Bind', 'Play Rough', 'Sweet Scent', 'Petal Dance', 'Grassy Terrain', 'After You', 'Worry Seed', 'Protect', 'Acrobatics', 'Thief', 'Disarming Voice', 'Trailblaze', 'Facade', 'Swift', 'Stored Power', 'Fling', 'Endure', 'Sunny Day', 'Bullet Seed', 'U-turn', 'Sleep Talk', 'Seed Bomb', 'Light Screen', 'Dazzling Gleam', 'Rest', 'Taunt', 'Substitute', 'Trick', 'Giga Drain', 'Tailwind', 'Energy Ball', 'Encore', 'Amnesia', 'Calm Mind', 'Pollen Puff', 'Trick Room', 'Hyper Beam', 'Solar Beam', 'Tera Blast', 'Knock Off', 'Grassy Glide', 'Pain Split', 'Psych Up', 'Alluring Voice', 'Flower Shield', 'Aromatherapy', 'Leaf Tornado', 'Safeguard', 'Snore', 'Attract', 'Round', 'Ally Switch']"
#0765,Oranguru,"['normal', 'psychic']","['Inner Focus', 'Telepathy', 'Symbiosis']",90,60,80,90,110,60,"['fighting', 'poison']","['rock', 'ghost', 'steel', 'psychic', 'dark']","['ghost', 'psychic']","['bug', 'dark']",490,81,"['Confusion', 'Taunt', 'After You', 'Calm Mind', 'Stored Power', 'Psych Up', 'Quash', 'Nasty Plot', 'Zen Headbutt', 'Trick Room', 'Psychic', 'Instruct', 'Foul Play', 'Future Sight', 'Dream Eater', 'Extrasensory', 'Last Resort', 'Yawn', 'Take Down', 'Scary Face', 'Protect', 'Psybeam', 'Trailblaze', 'Chilling Water', 'Charge Beam', 'Facade', 'Bulldoze', 'Swift', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Psyshock', 'Brick Break', 'Body Slam', 'Sleep Talk', 'Reflect', 'Light Screen', 'Rest', 'Rock Slide', 'Imprison', 'Skill Swap', 'Substitute', 'Trick', 'Shadow Ball', 'Hyper Voice', 'Energy Ball', 'Encore', 'Thunderbolt', 'Psychic Terrain', 'Earthquake', 'Giga Impact', 'Focus Blast', 'Hyper Beam', 'Thunder', 'Tera Blast', 'Gravity', 'Knock Off', 'Pain Split', 'Endeavor', 'Expanding Force', 'Psychic Noise', 'Terrain Pulse', 'Mega Punch', 'Mega Kick', 'Safeguard', 'Snore', 'Attract', 'Payback', 'Wonder Room', 'Magic Room', 'Round', 'Brutal Swing', 'Ally Switch', 'Work Up']"
#0766,Passimian,['fighting'],"['Receiver', 'Defiant']",100,120,90,40,60,80,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",490,81,"['Leer', 'Tackle', 'Rock Smash', 'Focus Energy', 'Beat Up', 'Scary Face', 'Take Down', 'Fling', 'Bulk Up', 'Thrash', 'Double-Edge', 'Close Combat', 'Reversal', 'Giga Impact', 'Counter', 'Feint', 'Knock Off', 'Quick Attack', 'Quick Guard', 'Seismic Toss', 'Protect', 'Low Kick', 'Acrobatics', 'Thief', 'Trailblaze', 'Chilling Water', 'Facade', 'Bulldoze', 'Rock Tomb', 'Low Sweep', 'Endure', 'Sunny Day', 'Rain Dance', 'Brick Break', 'U-turn', 'Body Slam', 'Sleep Talk', 'Seed Bomb', 'Drain Punch', 'Grass Knot', 'Rest', 'Rock Slide', 'Taunt', 'Iron Head', 'Gunk Shot', 'Substitute', 'Shadow Ball', 'Energy Ball', 'Baton Pass', 'Earthquake', 'Focus Blast', 'Hyper Beam', 'Tera Blast', 'Smack Down', 'Gyro Ball', 'Vacuum Wave', 'Uproar', 'Focus Punch', 'Pain Split', 'Electroweb', 'Coaching', 'Curse', 'Upper Hand', 'Vital Throw', 'Mega Punch', 'Mega Kick', 'Snore', 'Attract', 'Revenge', 'Payback', 'Assurance', 'Round', 'Retaliate', 'Brutal Swing', 'Iron Tail', 'Superpower', 'Work Up']"
#0767,Wimpod,"['bug', 'water']",['Wimp Out'],25,35,40,20,30,80,"['ground', 'rock', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'water', 'dragon', 'fairy']","['fighting', 'ground', 'steel', 'water', 'ice']","['flying', 'rock', 'electric']",230,38,"['Defense Curl', 'Sand Attack', 'Struggle Bug', 'Aqua Jet', 'Harden', 'Metal Claw', 'Rollout', 'Wide Guard', 'Skitter Smack', 'Screech', 'Rest', 'Snore', 'Protect', 'Attract', 'Rain Dance', 'Hail', 'Facade', 'Swift', 'Mud Shot', 'Assurance', 'Round', 'Surf', 'Waterfall', 'Leech Life', 'Substitute', 'Spikes', 'Endure', 'Sleep Talk', 'Taunt', 'Bug Buzz', 'Scald', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Swagger', 'Confide']"
#0768,Golisopod,"['bug', 'water']",['Emergency Exit'],75,125,140,60,90,40,"['ground', 'rock', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'water', 'dragon', 'fairy']","['fighting', 'ground', 'steel', 'water', 'ice']","['flying', 'rock', 'electric']",530,88,"['Defense Curl', 'First Impression', 'Sand Attack', 'Spite', 'Struggle Bug', 'Rock Smash', 'Fury Cutter', 'Mud Shot', 'Bug Bite', 'Iron Defense', 'Sucker Punch', 'Slash', 'Razor Shell', 'Pin Missile', 'Swords Dance', 'Liquidation', 'Aqua Jet', 'Harden', 'Metal Claw', 'Rollout', 'Wide Guard', 'Skitter Smack', 'Hyper Beam', 'Giga Impact', 'Screech', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Icy Wind', 'Attract', 'Rain Dance', 'Hail', 'Facade', 'Swift', 'Brick Break', 'Dive', 'Rock Tomb', 'Payback', 'Assurance', 'Fling', 'Shadow Claw', 'Venoshock', 'Round', 'Snarl', 'False Swipe', 'Surf', 'Ice Beam', 'Blizzard', 'Waterfall', 'Leech Life', 'Substitute', 'Sludge Bomb', 'Spikes', 'Endure', 'Sleep Talk', 'Taunt', 'Muddy Water', 'Bulk Up', 'Close Combat', 'Poison Jab', 'Dark Pulse', 'X-Scissor', 'Bug Buzz', 'Focus Blast', 'Iron Head', 'Sludge Wave', 'Scald', 'Drill Run', 'Throat Chop', 'Dual Chop', 'Endeavor', 'Knock Off', 'Laser Focus', 'Pain Split', 'Water Pulse', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Psych Up', 'Frost Breath', 'Swagger', 'Confide']"
#0769,Sandygast,"['ghost', 'ground']","['Water Compaction', 'Sand Veil']",55,55,80,70,45,15,"['poison', 'rock', 'ghost', 'steel', 'fire', 'electric', 'psychic']","['normal', 'flying', 'bug', 'grass', 'dark']","['normal', 'fighting', 'poison', 'rock', 'bug', 'electric']","['ghost', 'water', 'grass', 'ice', 'dark']",320,53,"['Absorb', 'Harden', 'Astonish', 'Sand Tomb', 'Mega Drain', 'Sand Attack', 'Bulldoze', 'Hypnosis', 'Giga Drain', 'Iron Defense', 'Shadow Ball', 'Earth Power', 'Shore Up', 'Sandstorm', 'Ancient Power', 'Curse', 'Destiny Bond', 'Spit Up', 'Stockpile', 'Swallow', 'Mud-Slap', 'Scary Face', 'Protect', 'Confuse Ray', 'Chilling Water', 'Facade', 'Hex', 'Mud Shot', 'Rock Tomb', 'Night Shade', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Sleep Talk', 'Rest', 'Rock Slide', 'Imprison', 'Flash Cannon', 'Skill Swap', 'Substitute', 'Trick', 'Stealth Rock', 'Energy Ball', 'Psychic', 'Amnesia', 'Sludge Bomb', 'Earthquake', 'Stone Edge', 'Tera Blast', 'Spite', 'Gravity', 'Poltergeist', 'Pain Split', 'Scorching Sands', 'Snore', 'Attract', 'Brine', 'Round']"
#0770,Palossand,"['ghost', 'ground']","['Water Compaction', 'Sand Veil']",85,75,110,100,75,35,"['poison', 'rock', 'ghost', 'steel', 'fire', 'electric', 'psychic']","['normal', 'flying', 'bug', 'grass', 'dark']","['normal', 'fighting', 'poison', 'rock', 'bug', 'electric']","['ghost', 'water', 'grass', 'ice', 'dark']",480,80,"['Absorb', 'Astonish', 'Harden', 'Sand Tomb', 'Mega Drain', 'Sand Attack', 'Bulldoze', 'Hypnosis', 'Giga Drain', 'Iron Defense', 'Shadow Ball', 'Earth Power', 'Shore Up', 'Sandstorm', 'Ancient Power', 'Curse', 'Destiny Bond', 'Spit Up', 'Stockpile', 'Swallow', 'Mud-Slap', 'Scary Face', 'Protect', 'Confuse Ray', 'Chilling Water', 'Facade', 'Hex', 'Mud Shot', 'Rock Tomb', 'Night Shade', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Body Slam', 'Sleep Talk', 'Rest', 'Rock Slide', 'Imprison', 'Flash Cannon', 'Skill Swap', 'Substitute', 'Trick', 'Stealth Rock', 'Energy Ball', 'Psychic', 'Amnesia', 'Sludge Bomb', 'Earthquake', 'Stone Edge', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Spite', 'Gravity', 'Poltergeist', 'Pain Split', 'Scorching Sands', 'Terrain Pulse', 'Snore', 'Attract', 'Brine', 'Round']"
#0771,Pyukumuku,['water'],"['Innards Out', 'Unaware']",55,60,130,30,130,5,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",410,68,"['Baton Pass', 'Harden', 'Helping Hand', 'Taunt', 'Safeguard', 'Counter', 'Purify', 'Curse', 'Gastro Acid', 'Pain Split', 'Recover', 'Soak', 'Toxic', 'Memento', 'Mirror Coat', 'Spite', 'Swagger', 'Tickle', 'Screech', 'Light Screen', 'Reflect', 'Rest', 'Protect', 'Attract', 'Rain Dance', 'Hail', 'Substitute', 'Endure', 'Sleep Talk', 'Venom Drench', 'Bide', 'Mud Sport', 'Water Sport', 'Bestow', 'Block', 'Recycle', 'Double Team', 'Quash', 'Psych Up', 'Confide']"
#0772,Type: Null,['normal'],['Battle Armor'],95,95,95,95,95,59,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],534,89,"['Imprison', 'Tackle', 'Aerial Ace', 'Scary Face', 'Double Hit', 'Metal Sound', 'Crush Claw', 'Air Slash', 'Tri Attack', 'X-Scissor', 'Iron Head', 'Take Down', 'Double-Edge', 'Terrain Pulse', 'Hyper Beam', 'Giga Impact', 'Thunder Wave', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Icy Wind', 'Sandstorm', 'Rain Dance', 'Sunny Day', 'Hail', 'Facade', 'Swift', 'U-turn', 'Payback', 'Shadow Claw', 'Round', 'Swords Dance', 'Substitute', 'Endure', 'Sleep Talk', 'Iron Defense', 'Dragon Claw', 'Work Up', 'Rage', 'Pursuit', 'Punishment', 'Razor Wind', 'Heal Block', 'Last Resort', 'Magic Coat', 'Signal Beam', 'Roar', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Flame Charge', 'Swagger', 'Confide']"
#0773,Silvally,['normal'],['RKS System'],95,95,95,95,95,95,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],570,95,"['Aerial Ace', 'Bite', 'Explosion', 'Fire Fang', 'Ice Fang', 'Imprison', 'Iron Head', 'Multi-Attack', 'Poison Fang', 'Scary Face', 'Tackle', 'Thunder Fang', 'Double Hit', 'Metal Sound', 'Crush Claw', 'Air Slash', 'Tri Attack', 'X-Scissor', 'Crunch', 'Take Down', 'Double-Edge', 'Parting Shot', 'Terrain Pulse', 'Hyper Beam', 'Giga Impact', 'Thunder Wave', 'Self-Destruct', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Icy Wind', 'Steel Wing', 'Sandstorm', 'Rain Dance', 'Sunny Day', 'Hail', 'Facade', 'Swift', 'U-turn', 'Payback', 'Shadow Claw', 'Round', 'Snarl', 'Swords Dance', 'Flamethrower', 'Surf', 'Ice Beam', 'Thunderbolt', 'Substitute', 'Reversal', 'Outrage', 'Endure', 'Sleep Talk', 'Shadow Ball', 'Heat Wave', 'Hyper Voice', 'Iron Defense', 'Dragon Claw', 'Zen Headbutt', 'Flash Cannon', 'Work Up', 'Psychic Fangs', 'Heal Block', 'Rage', 'Pursuit', 'Punishment', 'Razor Wind', 'Defog', 'Draco Meteor', 'Fire Pledge', 'Grass Pledge', 'Laser Focus', 'Last Resort', 'Magic Coat', 'Signal Beam', 'Tailwind', 'Water Pledge', 'Roar', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Flame Charge', 'Swagger', 'Confide']"
#0774,Minior,"['rock', 'flying']",['Shields Down'],60,60,100,60,100,60,"['flying', 'bug', 'fire', 'grass', 'ice']","['ground', 'rock', 'steel', 'electric']","['normal', 'flying', 'poison', 'ground', 'bug', 'fire']","['rock', 'steel', 'water', 'electric', 'ice']",440,73,"['Tackle', 'Defense Curl', 'Rollout', 'Confuse Ray', 'Swift', 'Ancient Power', 'Self-Destruct', 'Stealth Rock', 'Take Down', 'Rock Polish', 'Cosmic Power', 'Power Gem', 'Double-Edge', 'Shell Smash', 'Explosion', 'Protect', 'Acrobatics', 'Charge Beam', 'Facade', 'Bulldoze', 'Rock Tomb', 'Endure', 'Sandstorm', 'Zen Headbutt', 'U-turn', 'Sleep Talk', 'Reflect', 'Light Screen', 'Rock Blast', 'Dazzling Gleam', 'Rest', 'Rock Slide', 'Iron Head', 'Substitute', 'Psychic', 'Calm Mind', 'Earth Power', 'Earthquake', 'Stone Edge', 'Giga Impact', 'Hyper Beam', 'Solar Beam', 'Tera Blast', 'Gravity', 'Gyro Ball', 'Endeavor', 'Scorching Sands', 'Meteor Beam', 'Autotomize', 'Last Resort', 'Magnet Rise', 'Snore', 'Telekinesis', 'Toxic', 'Hidden Power', 'Safeguard', 'Frustration', 'Return', 'Double Team', 'Attract', 'Round', 'Psych Up', 'Swagger', 'Confide']"
#0775,Komala,['normal'],['Comatose'],65,115,65,75,95,65,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],480,80,"['Defense Curl', 'Rollout', 'Spit Up', 'Stockpile', 'Swallow', 'Rapid Spin', 'Yawn', 'Slam', 'Flail', 'Sucker Punch', 'Psych Up', 'Wood Hammer', 'Thrash', 'Charm', 'Play Rough', 'Sing', 'Superpower', 'Wish', 'Take Down', 'Protect', 'Low Kick', 'Acrobatics', 'Thief', 'Trailblaze', 'Facade', 'Bulldoze', 'Metal Claw', 'Rock Tomb', 'Low Sweep', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Brick Break', 'Zen Headbutt', 'U-turn', 'Shadow Claw', 'Bulk Up', 'Body Slam', 'Sleep Talk', 'Seed Bomb', 'Stomping Tantrum', 'Rock Slide', 'Swords Dance', 'Iron Head', 'Gunk Shot', 'Substitute', 'Ice Spinner', 'Calm Mind', 'Reversal', 'Earthquake', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Endeavor', 'Knock Off', 'Last Resort', 'Snore', 'Work Up', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Attract', 'Round', 'Quash', 'Payback', 'Swagger', 'Confide']"
#0776,Turtonator,"['fire', 'dragon']",['Shell Armor'],60,78,135,91,85,36,"['bug', 'grass', 'ice']","['rock', 'fire', 'water', 'fairy']","['bug', 'steel', 'fire', 'grass', 'electric']","['ground', 'rock', 'dragon']",485,80,"['Smog', 'Tackle', 'Ember', 'Protect', 'Endure', 'Flail', 'Incinerate', 'Iron Defense', 'Dragon Pulse', 'Body Slam', 'Flamethrower', 'Shell Trap', 'Shell Smash', 'Overheat', 'Explosion', 'Curse', 'Head Smash', 'Rapid Spin', 'Wide Guard', 'Burning Jealousy', 'Lash Out', 'Scale Shot', 'Scorching Sands', 'Mega Punch', 'Mega Kick', 'Hyper Beam', 'Giga Impact', 'Solar Beam', 'Fire Spin', 'Rest', 'Snore', 'Attract', 'Sunny Day', 'Will-O-Wisp', 'Facade', 'Revenge', 'Rock Tomb', 'Payback', 'Fling', 'Venoshock', 'Round', 'Bulldoze', 'Brutal Swing', 'Stomping Tantrum', 'Earthquake', 'Fire Blast', 'Substitute', 'Outrage', 'Sleep Talk', 'Iron Tail', 'Uproar', 'Heat Wave', 'Taunt', 'Hyper Voice', 'Dragon Claw', 'Bulk Up', 'Focus Blast', 'Flash Cannon', 'Iron Head', 'Stone Edge', 'Heavy Slam', 'Work Up', 'Heat Crash', 'Body Press', 'Block', 'Draco Meteor', 'Endeavor', 'Shock Wave', 'Roar', 'Toxic', 'Hidden Power', 'Frustration', 'Smack Down', 'Return', 'Double Team', 'Flame Charge', 'Charge Beam', 'Dragon Tail', 'Swagger', 'Confide']"
#0777,Togedemaru,"['electric', 'steel']","['Iron Barbs', 'Lightning Rod', 'Sturdy']",65,98,63,40,73,96,"['flying', 'rock', 'ice', 'fairy']","['ground', 'steel', 'fire', 'grass', 'electric', 'dragon']","['normal', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'electric', 'psychic', 'ice', 'dragon', 'fairy']","['fighting', 'ground', 'fire']",435,72,"['Nuzzle', 'Tackle', 'Defense Curl', 'Charge', 'Thunder Shock', 'Fell Stinger', 'Spark', 'Pin Missile', 'Magnet Rise', 'Zing Zap', 'Discharge', 'Electric Terrain', 'Wild Charge', 'Spiky Shield', 'Disarming Voice', 'Fake Out', 'Flail', 'Present', 'Tickle', 'Wish', 'Rising Voltage', 'Steel Roller', 'Hyper Beam', 'Giga Impact', 'Thunder Wave', 'Reflect', 'Rest', 'Thief', 'Snore', 'Protect', 'Attract', 'Facade', 'Swift', 'Helping Hand', 'Bounce', 'U-turn', 'Payback', 'Assurance', 'Fling', 'Round', 'Volt Switch', 'Electroweb', 'Eerie Impulse', 'Thunderbolt', 'Thunder', 'Agility', 'Substitute', 'Reversal', 'Endure', 'Sleep Talk', 'Encore', 'Iron Tail', 'Gyro Ball', 'Poison Jab', 'Zen Headbutt', 'Iron Head', 'Grass Knot', 'Electro Ball', 'Work Up', 'Rollout', 'Twineedle', 'After You', 'Covet', 'Endeavor', 'Gravity', 'Last Resort', 'Role Play', 'Shock Wave', 'Super Fang', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Charge Beam', 'Swagger', 'Confide']"
#0778,Mimikyu,"['ghost', 'fairy']",['Disguise'],55,90,80,50,105,96,"['fighting', 'ghost', 'psychic', 'dragon']","['normal', 'poison', 'steel', 'fire']","['normal', 'fighting', 'bug', 'dragon']","['ghost', 'steel']",476,79,"['Astonish', 'Copycat', 'Scratch', 'Splash', 'Wood Hammer', 'Shadow Sneak', 'Double Team', 'Baby-Doll Eyes', 'Mimic', 'Hone Claws', 'Slash', 'Shadow Claw', 'Charm', 'Play Rough', 'Pain Split', 'Curse', 'Destiny Bond', 'Take Down', 'Protect', 'Confuse Ray', 'Thief', 'Trailblaze', 'Pounce', 'Facade', 'Hex', 'Draining Kiss', 'Night Shade', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Bulk Up', 'Sleep Talk', 'Drain Punch', 'Light Screen', 'Dazzling Gleam', 'Thunder Wave', 'Rest', 'Taunt', 'Swords Dance', 'Dark Pulse', 'Leech Life', 'Substitute', 'X-Scissor', 'Will-O-Wisp', 'Trick', 'Giga Drain', 'Shadow Ball', 'Psychic', 'Thunderbolt', 'Misty Terrain', 'Phantom Force', 'Giga Impact', 'Trick Room', 'Hyper Beam', 'Thunder', 'Tera Blast', 'Spite', 'Burning Jealousy', 'Psych Up', 'Grudge', 'Screech', 'Safeguard', 'Snore', 'Attract', 'Beat Up', 'Payback', 'Magic Room', 'Round', 'Work Up']"
#0779,Bruxish,"['water', 'psychic']","['Dazzling', 'Strong Jaw', 'Wonder Skin ']",68,105,70,70,70,92,"['fighting', 'poison', 'ground', 'rock', 'fire']","['steel', 'water', 'grass', 'psychic', 'dragon', 'dark']","['fighting', 'steel', 'fire', 'water', 'psychic', 'ice']","['bug', 'ghost', 'grass', 'electric', 'dark']",475,79,"['Water Gun', 'Astonish', 'Confusion', 'Bite', 'Aqua Jet', 'Disable', 'Psyshock', 'Crunch', 'Aqua Tail', 'Screech', 'Psychic Fangs', 'Wave Crash', 'Ice Fang', 'Poison Fang', 'Super Fang', 'Water Pulse', 'Take Down', 'Agility', 'Scary Face', 'Protect', 'Chilling Water', 'Facade', 'Icy Wind', 'Venoshock', 'Endure', 'Rain Dance', 'Bulk Up', 'Sleep Talk', 'Reflect', 'Light Screen', 'Waterfall', 'Rest', 'Taunt', 'Swords Dance', 'Substitute', 'Liquidation', 'Psychic', 'Surf', 'Calm Mind', 'Ice Beam', 'Psychic Terrain', 'Hydro Pump', 'Blizzard', 'Giga Impact', 'Trick Room', 'Hyper Beam', 'Tera Blast', 'Flip Turn', 'Pain Split', 'Whirlpool', 'Expanding Force', 'Psychic Noise', 'Psywave', 'Synchronoise', 'Rage', 'After You', 'Ally Switch', 'Iron Tail', 'Magic Coat', 'Magic Room', 'Signal Beam', 'Snatch', 'Snore', 'Telekinesis', 'Uproar', 'Wonder Room', 'Toxic', 'Hidden Power', 'Safeguard', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Torment', 'Attract', 'Round', 'Scald', 'Fling', 'Embargo', 'Payback', 'Frost Breath', 'Dream Eater', 'Swagger', 'Confide']"
#0780,Drampa,"['normal', 'dragon']","['Berserk', 'Sap Sipper', 'Cloud Nine']",78,60,85,135,91,36,['dragon'],"['rock', 'ghost', 'steel', 'fairy']","['ghost', 'fire', 'water', 'grass', 'electric']","['fighting', 'ice', 'dragon', 'fairy']",485,80,"['Echoed Voice', 'Play Nice', 'Twister', 'Protect', 'Glare', 'Safeguard', 'Dragon Breath', 'Extrasensory', 'Dragon Pulse', 'Light Screen', 'Fly', 'Hyper Voice', 'Outrage', 'Dragon Rush', 'Mist', 'Tickle', 'Lash Out', 'Scale Shot', 'Hyper Beam', 'Giga Impact', 'Solar Beam', 'Thunder Wave', 'Rest', 'Rock Slide', 'Snore', 'Icy Wind', 'Steel Wing', 'Attract', 'Rain Dance', 'Sunny Day', 'Facade', 'Swift', 'Helping Hand', 'Fling', 'Shadow Claw', 'Round', 'Bulldoze', 'Snarl', 'Stomping Tantrum', 'Breaking Swipe', 'Flamethrower', 'Hydro Pump', 'Surf', 'Ice Beam', 'Blizzard', 'Thunderbolt', 'Thunder', 'Earthquake', 'Fire Blast', 'Amnesia', 'Substitute', 'Endure', 'Sleep Talk', 'Shadow Ball', 'Uproar', 'Heat Wave', 'Superpower', 'Dragon Claw', 'Calm Mind', 'Dragon Dance', 'Focus Blast', 'Energy Ball', 'Grass Knot', 'Work Up', 'Hurricane', 'Play Rough', 'Dragon Rage', 'Natural Gift', 'Razor Wind', 'Block', 'Defog', 'Draco Meteor', 'Endeavor', 'Shock Wave', 'Signal Beam', 'Tailwind', 'Water Pulse', 'Roar', 'Toxic', 'Hidden Power', 'Roost', 'Frustration', 'Return', 'Double Team', 'Psych Up', 'Dragon Tail', 'Nature Power', 'Confide']"
#0781,Dhelmise,"['ghost', 'grass']",['Steelworker'],70,131,100,86,90,40,"['ground', 'rock', 'ghost', 'water', 'psychic']","['normal', 'flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon', 'dark']","['normal', 'fighting', 'ground', 'water', 'grass', 'electric']","['flying', 'ghost', 'fire', 'ice', 'dark']",517,86,"['Absorb', 'Rapid Spin', 'Astonish', 'Wrap', 'Mega Drain', 'Growth', 'Gyro Ball', 'Switcheroo', 'Giga Drain', 'Whirlpool', 'Heavy Slam', 'Slam', 'Shadow Ball', 'Metal Sound', 'Anchor Shot', 'Energy Ball', 'Phantom Force', 'Power Whip', 'Grassy Glide', 'Poltergeist', 'Steel Roller', 'Hyper Beam', 'Giga Impact', 'Solar Beam', 'Solar Blade', 'Rest', 'Rock Slide', 'Thief', 'Snore', 'Protect', 'Rain Dance', 'Sunny Day', 'Facade', 'Helping Hand', 'Brick Break', 'Brine', 'Payback', 'Assurance', 'Shadow Claw', 'Round', 'Hex', 'Bulldoze', 'Brutal Swing', 'Swords Dance', 'Hydro Pump', 'Surf', 'Earthquake', 'Substitute', 'Endure', 'Sleep Talk', 'Muddy Water', 'Iron Defense', 'Flash Cannon', 'Iron Head', 'Grass Knot', 'Sludge Wave', 'Ally Switch', 'Liquidation', 'Body Press', 'Block', 'Knock Off', 'Pain Split', 'Role Play', 'Spite', 'Synthesis', 'Telekinesis', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Attract', 'Embargo', 'Swagger', 'Confide']"
#0782,Jangmo-o,['dragon'],"['Bulletproof', 'Soundproof', 'Overcoat']",45,55,65,45,45,45,['dragon'],"['steel', 'fairy']","['fire', 'water', 'grass', 'electric']","['ice', 'dragon', 'fairy']",300,50,"['Leer', 'Tackle', 'Protect', 'Dragon Tail', 'Scary Face', 'Headbutt', 'Work Up', 'Screech', 'Iron Defense', 'Dragon Claw', 'Noble Roar', 'Dragon Dance', 'Outrage', 'Counter', 'Dragon Breath', 'Focus Punch', 'Take Down', 'Low Kick', 'Facade', 'Bulldoze', 'Rock Tomb', 'Endure', 'Sandstorm', 'False Swipe', 'Brick Break', 'Shadow Claw', 'Bulk Up', 'Body Slam', 'Sleep Talk', 'Rest', 'Rock Slide', 'Taunt', 'Swords Dance', 'Iron Head', 'Substitute', 'X-Scissor', 'Dragon Pulse', 'Reversal', 'Earthquake', 'Focus Blast', 'Draco Meteor', 'Tera Blast', 'Roar', 'Scale Shot', 'Breaking Swipe', 'Dragon Cheer', 'Safeguard', 'Snore', 'Attract', 'Payback', 'Fling', 'Round', 'Iron Tail', 'Uproar']"
