Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,Strong Against,Weak Against,Resistant To,Vulnerable To,base stat total,base stat avg
#191,Pumpkabooバケッチャ,"['ghost', 'grass']","['Pickup', 'Frisk', 'Insomnia']",49,66,70,44,55,51,"['ghost', 'psychic', 'ground', 'rock', 'water']","['normal', 'dark', 'flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['normal', 'fighting', 'bug', 'ground', 'water', 'grass', 'electric']","['ghost', 'dark', 'flying', 'bug', 'fire', 'ice']",335,55
#192,Gourgeistパンプジン,"['ghost', 'grass']","['Pickup', 'Frisk', 'Insomnia']",65,90,122,58,75,84,"['ghost', 'psychic', 'ground', 'rock', 'water']","['normal', 'dark', 'flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['normal', 'fighting', 'bug', 'ground', 'water', 'grass', 'electric']","['ghost', 'dark', 'flying', 'bug', 'fire', 'ice']",494,82
#193,Pichuピチュー,['electric'],"['Static', 'Lightning Rod']",20,40,15,35,35,60,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],205,34
#194,Pikachuピカチュウ,['electric'],"['Static', 'Lightning Rod']",35,55,40,50,50,90,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],320,53
#195,Raichuライチュウ,['electric'],"['Static', 'Lightning Rod']",60,90,55,90,80,110,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],485,80
#196,Eeveeイーブイ,['normal'],"['Run Away', 'Adaptability', 'Anticipation']",55,55,50,45,65,55,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],325,54
#197,Vaporeonシャワーズ,['water'],"['Water Absorb', 'Hydration']",130,65,60,110,95,65,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",525,87
#198,Jolteonサンダース,['electric'],"['Volt Absorb', 'Quick Feet']",65,65,60,110,95,130,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],525,87
#199,Flareonブースター,['fire'],"['Flash Fire', 'Guts']",65,130,60,95,110,65,"['bug', 'steel', 'grass', 'ice']","['rock', 'fire', 'water', 'dragon']","['bug', 'steel', 'fire', 'grass', 'ice']","['ground', 'rock', 'water']",525,87
#200,Espeonエーフィ,['psychic'],"['Synchronize', 'Magic Bounce']",65,65,60,130,95,110,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",525,87
#201,Umbreonブラッキー,['dark'],"['Synchronize', 'Inner Focus']",95,65,110,60,130,65,"['ghost', 'psychic']","['fighting', 'dark', 'fairy']","['ghost', 'psychic', 'dark']","['fighting', 'bug', 'fairy']",525,87
#202,Leafeonリーフィア,['grass'],"['Leaf Guard', 'Chlorophyll']",65,110,130,60,65,95,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'fire', 'ice']",525,87
#203,Glaceonグレイシア,['ice'],"['Snow Cloak', 'Ice Body']",65,60,110,130,95,65,"['flying', 'ground', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']",['ice'],"['fighting', 'rock', 'steel', 'fire']",525,87
#204,Sylveonニンフィア,['fairy'],"['Cute Charm', 'Pixilate']",95,65,65,110,130,60,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",525,87
#205,Applinカジッチュ,"['grass', 'dragon']","['Ripen', 'Gluttony', 'Bulletproof']",40,40,80,40,40,20,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'fairy']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'ice', 'dragon', 'fairy']",260,43
#206,Flappleアップリュー,"['grass', 'dragon']","['Ripen', 'Gluttony', 'Hustle']",70,110,80,95,60,70,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'fairy']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'ice', 'dragon', 'fairy']",485,80
#207,Appletunタルップル,"['grass', 'dragon']","['Ripen', 'Gluttony', 'Thick Fat']",110,85,80,100,80,30,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'fairy']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'ice', 'dragon', 'fairy']",485,80
#208,Espurrニャスパー,['psychic'],"['Keen Eye', 'Infiltrator', 'Own Tempo']",62,48,54,63,60,68,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",355,59
#209,Meowsticニャオニクス,['psychic'],"['Keen Eye', 'Infiltrator', 'Prankster']",74,48,76,83,81,104,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",466,77
#210,Swirlixペロッパフ,['fairy'],"['Sweet Veil', 'Unburden']",62,48,66,59,57,49,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",341,56
#211,Slurpuffペロリーム,['fairy'],"['Sweet Veil', 'Unburden']",82,80,86,85,75,72,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",480,80
#212,Spritzeeシュシュプ,['fairy'],"['Healer', 'Aroma Veil']",78,52,60,63,65,23,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",341,56
#213,Aromatisseフレフワン,['fairy'],"['Healer', 'Aroma Veil']",101,72,72,99,89,29,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",462,77
#214,Dewpiderシズクモ,"['water', 'bug']","['Water Bubble', 'Water Absorb']",38,40,52,40,72,27,"['ground', 'rock', 'grass', 'psychic', 'dark']","['water', 'grass', 'dragon', 'fighting', 'flying', 'poison', 'ghost', 'steel', 'fairy']","['steel', 'water', 'ice', 'fighting', 'ground']","['electric', 'flying', 'rock']",269,44
#215,Araquanidオニシズクモ,"['water', 'bug']","['Water Bubble', 'Water Absorb']",68,70,92,50,132,42,"['ground', 'rock', 'grass', 'psychic', 'dark']","['water', 'grass', 'dragon', 'fighting', 'flying', 'poison', 'ghost', 'steel', 'fairy']","['steel', 'water', 'ice', 'fighting', 'ground']","['electric', 'flying', 'rock']",454,75
#216,Wynautソーナノ,['psychic'],"['Shadow Tag', 'Telepathy']",95,23,48,23,48,23,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",260,43
#217,Wobbuffetソーナンス,['psychic'],"['Shadow Tag', 'Telepathy']",190,33,58,33,58,33,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",405,67
#218,Farfetch'dカモネギ,['fighting'],"['Steadfast', 'Scrappy']",52,95,55,58,62,55,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'psychic', 'bug', 'ghost', 'fairy']","['rock', 'bug', 'ghost']","['flying', 'psychic', 'fairy']",377,62
#219,Sirfetch'dネギガナイト,['fighting'],"['Steadfast', 'Scrappy']",62,135,95,68,82,65,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'psychic', 'bug', 'ghost', 'fairy']","['rock', 'bug', 'ghost']","['flying', 'psychic', 'fairy']",507,84
#220,Chinchouチョンチー,"['water', 'electric']","['Volt Absorb', 'Illuminate', 'Water Absorb']",75,38,38,56,56,67,"['rock', 'fire', 'flying']","['grass', 'dragon', 'electric']","['steel', 'fire', 'water', 'ice', 'flying']","['grass', 'ground']",330,55
#221,Lanturnランターン,"['water', 'electric']","['Volt Absorb', 'Illuminate', 'Water Absorb']",125,58,58,76,76,67,"['rock', 'fire', 'flying']","['grass', 'dragon', 'electric']","['steel', 'fire', 'water', 'ice', 'flying']","['grass', 'ground']",460,76
#222,Croagunkグレッグル,"['poison', 'fighting']","['Anticipation', 'Dry Skin', 'Poison Touch']",48,61,40,61,40,50,"['grass', 'normal', 'steel', 'ice', 'dark']","['poison', 'ground', 'steel', 'ghost', 'flying', 'psychic', 'bug']","['fighting', 'poison', 'grass', 'bug', 'rock', 'ghost']","['ground', 'psychic', 'flying']",300,50
#223,Toxicroakドクロッグ,"['poison', 'fighting']","['Anticipation', 'Dry Skin', 'Poison Touch']",83,106,65,86,65,85,"['grass', 'normal', 'steel', 'ice', 'dark']","['poison', 'ground', 'steel', 'ghost', 'flying', 'psychic', 'bug']","['fighting', 'poison', 'grass', 'bug', 'rock', 'ghost']","['ground', 'psychic', 'flying']",490,81
#224,Scraggyズルッグ,"['dark', 'fighting']","['Shed Skin', 'Moxie', 'Intimidate']",50,75,70,35,70,48,"['psychic', 'normal', 'rock', 'steel', 'ice']","['fighting', 'fairy', 'flying', 'poison', 'psychic', 'bug']","['ghost', 'dark', 'rock']","['fighting', 'fairy', 'flying']",348,58
#225,Scraftyズルズキン,"['dark', 'fighting']","['Shed Skin', 'Moxie', 'Intimidate']",65,90,115,45,115,58,"['psychic', 'normal', 'rock', 'steel', 'ice']","['fighting', 'fairy', 'flying', 'poison', 'psychic', 'bug']","['ghost', 'dark', 'rock']","['fighting', 'fairy', 'flying']",488,81
#226,Stunfiskマッギョ,"['ground', 'steel']",['Mimicry'],109,81,99,66,84,32,"['poison', 'rock', 'fire', 'ice', 'fairy']","['flying', 'bug', 'grass', 'fire', 'water']","['poison', 'rock', 'electric', 'normal', 'flying', 'bug', 'steel', 'psychic', 'dragon', 'fairy']","['water', 'fighting', 'ground', 'fire']",471,78
#227,Shuckleツボツボ,"['bug', 'rock']","['Sturdy', 'Gluttony', 'Contrary']",20,10,230,10,230,5,"['grass', 'psychic', 'dark', 'bug', 'ice']","['fighting', 'poison', 'ghost', 'steel', 'fairy', 'ground']","['ground', 'normal', 'poison']","['rock', 'ground', 'steel', 'water']",505,84
#228,Barboachドジョッチ,"['water', 'ground']","['Oblivious', 'Anticipation', 'Hydration']",50,48,43,46,41,60,"['ground', 'rock', 'fire', 'poison', 'steel', 'electric']","['water', 'grass', 'dragon', 'flying', 'bug']","['steel', 'fire', 'ice', 'poison', 'rock']","['grass', 'ice']",288,48
#229,Whiscashナマズン,"['water', 'ground']","['Oblivious', 'Anticipation', 'Hydration']",110,78,73,76,71,60,"['ground', 'rock', 'fire', 'poison', 'steel', 'electric']","['water', 'grass', 'dragon', 'flying', 'bug']","['steel', 'fire', 'ice', 'poison', 'rock']","['grass', 'ice']",468,78
#230,Shellosカラナクシ,['water'],"['Sticky Hold', 'Storm Drain', 'Sand Force']",76,48,48,57,62,34,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",325,54
#231,Gastrodonトリトドン,"['water', 'ground']","['Sticky Hold', 'Storm Drain', 'Sand Force']",111,83,68,92,82,39,"['ground', 'rock', 'fire', 'poison', 'steel', 'electric']","['water', 'grass', 'dragon', 'flying', 'bug']","['steel', 'fire', 'ice', 'poison', 'rock']","['grass', 'ice']",475,79
#232,Wimpodコソクムシ,"['bug', 'water']",['Wimp Out'],25,35,40,20,30,80,"['psychic', 'dark', 'ground', 'rock']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fairy', 'water', 'dragon']","['fighting', 'ground', 'steel', 'water', 'ice']","['flying', 'rock', 'electric']",230,38
#233,Golisopodグソクムシャ,"['bug', 'water']",['Emergency Exit'],75,125,140,60,90,40,"['psychic', 'dark', 'ground', 'rock']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fairy', 'water', 'dragon']","['fighting', 'ground', 'steel', 'water', 'ice']","['flying', 'rock', 'electric']",530,88
#234,Binacleカメテテ,"['rock', 'water']","['Tough Claws', 'Sniper', 'Pickpocket']",42,52,67,39,56,50,"['flying', 'bug', 'fire', 'ice', 'rock']","['fighting', 'steel', 'water', 'grass', 'dragon']","['normal', 'flying', 'poison', 'fire', 'water', 'ice']","['fighting', 'ground', 'water', 'grass', 'electric']",306,51
#235,Barbaracleガメノデス,"['rock', 'water']","['Tough Claws', 'Sniper', 'Pickpocket']",72,105,115,54,86,68,"['flying', 'bug', 'fire', 'ice', 'rock']","['fighting', 'steel', 'water', 'grass', 'dragon']","['normal', 'flying', 'poison', 'fire', 'water', 'ice']","['fighting', 'ground', 'water', 'grass', 'electric']",500,83
#236,Corsolaサニーゴ,['ghost'],"['Weak Armor', 'Cursed Body']",60,55,100,65,100,30,"['ghost', 'psychic']","['normal', 'dark']","['normal', 'fighting', 'poison', 'bug']","['ghost', 'dark']",410,68
#237,Cursolaサニゴーン,['ghost'],"['Weak Armor', 'Perish Body']",60,95,50,145,130,30,"['ghost', 'psychic']","['normal', 'dark']","['normal', 'fighting', 'poison', 'bug']","['ghost', 'dark']",510,85
#238,Impidimpベロバー,"['dark', 'fairy']","['Prankster', 'Frisk', 'Pickpocket']",45,45,30,55,40,50,"['ghost', 'psychic', 'dragon']","['fairy', 'poison', 'steel', 'fire']","['ghost', 'psychic', 'dark', 'bug', 'dragon']","['bug', 'fairy', 'poison', 'steel']",265,44
#239,Morgremギモー,"['dark', 'fairy']","['Prankster', 'Frisk', 'Pickpocket']",65,60,45,75,55,70,"['ghost', 'psychic', 'dragon']","['fairy', 'poison', 'steel', 'fire']","['ghost', 'psychic', 'dark', 'bug', 'dragon']","['bug', 'fairy', 'poison', 'steel']",370,61
#240,Grimmsnarlオーロンゲ,"['dark', 'fairy']","['Prankster', 'Frisk', 'Pickpocket']",95,120,65,95,75,60,"['ghost', 'psychic', 'dragon']","['fairy', 'poison', 'steel', 'fire']","['ghost', 'psychic', 'dark', 'bug', 'dragon']","['bug', 'fairy', 'poison', 'steel']",510,85
#241,Hatennaミブリム,['psychic'],"['Healer', 'Anticipation', 'Magic Bounce']",42,30,45,56,53,39,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",265,44
#242,Hattremテブリム,['psychic'],"['Healer', 'Anticipation', 'Magic Bounce']",57,40,65,86,73,49,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",370,61
#243,Hattereneブリムオン,"['psychic', 'fairy']","['Healer', 'Anticipation', 'Magic Bounce']",57,90,95,136,103,29,"['fighting', 'dragon']","['steel', 'psychic', 'fire']","['fighting', 'psychic', 'dragon']","['ghost', 'poison', 'steel']",510,85
#244,Salanditヤトウモリ,"['poison', 'fire']","['Corrosion', 'Oblivious']",48,44,40,71,40,77,"['grass', 'fairy', 'bug', 'ice']","['poison', 'ground', 'rock', 'ghost', 'fire', 'water', 'dragon']","['fighting', 'poison', 'grass', 'fairy', 'bug', 'steel', 'fire', 'ice']","['ground', 'psychic', 'rock', 'water']",320,53
#245,Salazzleエンニュート,"['poison', 'fire']","['Corrosion', 'Oblivious']",68,64,60,111,60,117,"['grass', 'fairy', 'bug', 'ice']","['poison', 'ground', 'rock', 'ghost', 'fire', 'water', 'dragon']","['fighting', 'poison', 'grass', 'fairy', 'bug', 'steel', 'fire', 'ice']","['ground', 'psychic', 'rock', 'water']",480,80
#246,Pawniardコマタナ,"['dark', 'steel']","['Defiant', 'Inner Focus', 'Pressure']",45,85,70,40,40,60,"['ghost', 'psychic', 'rock', 'ice']","['fighting', 'dark', 'steel', 'fire', 'water', 'electric']","['ghost', 'psychic', 'dark', 'normal', 'flying', 'poison', 'rock', 'steel', 'grass', 'ice', 'dragon']","['fighting', 'ground', 'fire']",340,56
#247,Bisharpキリキザン,"['dark', 'steel']","['Defiant', 'Inner Focus', 'Pressure']",65,125,100,60,70,70,"['ghost', 'psychic', 'rock', 'ice']","['fighting', 'dark', 'steel', 'fire', 'water', 'electric']","['ghost', 'psychic', 'dark', 'normal', 'flying', 'poison', 'rock', 'steel', 'grass', 'ice', 'dragon']","['fighting', 'ground', 'fire']",490,81
#248,Throhナゲキ,['fighting'],"['Guts', 'Inner Focus', 'Mold Breaker']",120,100,85,30,85,45,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'psychic', 'bug', 'ghost', 'fairy']","['rock', 'bug', 'ghost']","['flying', 'psychic', 'fairy']",465,77
#249,Sawkダゲキ,['fighting'],"['Sturdy', 'Inner Focus', 'Mold Breaker']",75,125,75,30,75,85,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'psychic', 'bug', 'ghost', 'fairy']","['rock', 'bug', 'ghost']","['flying', 'psychic', 'fairy']",465,77
#250,Koffingドガース,['poison'],"['Levitate', 'Neutralizing Gas', 'Stench']",40,65,95,60,45,35,"['grass', 'fairy']","['poison', 'ground', 'rock', 'steel', 'ghost']","['fighting', 'poison', 'grass', 'fairy', 'bug']","['ground', 'psychic']",340,56
#251,Weezingマタドガス,"['poison', 'fairy']","['Levitate', 'Neutralizing Gas', 'Misty Surge']",65,90,120,85,70,60,"['grass', 'fairy', 'fighting', 'dragon', 'dark']","['poison', 'ground', 'rock', 'steel', 'ghost', 'fire']","['fighting', 'grass', 'fairy', 'bug', 'dragon', 'dark']","['ground', 'psychic', 'steel']",490,81
#252,Bonslyウソハチ,['rock'],"['Sturdy', 'Rock Head', 'Rattled']",50,80,95,10,45,10,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",290,48
#253,Sudowoodoウソッキー,['rock'],"['Sturdy', 'Rock Head', 'Rattled']",70,100,115,30,65,30,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",410,68
#254,Cleffaピィ,['fairy'],"['Cute Charm', 'Magic Guard', 'Friend Guard']",50,25,28,45,55,15,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",218,36
#255,Clefairyピッピ,['fairy'],"['Cute Charm', 'Magic Guard', 'Friend Guard']",70,45,48,60,65,35,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",323,53
#256,Clefableピクシー,['fairy'],"['Cute Charm', 'Magic Guard', 'Unaware']",95,70,73,95,90,60,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",483,80
#257,Togepiトゲピー,['fairy'],"['Hustle', 'Serene Grace', 'Super Luck']",35,20,65,40,65,20,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",245,40
#258,Togeticトゲチック,"['fairy', 'flying']","['Hustle', 'Serene Grace', 'Super Luck']",55,40,85,80,105,40,"['fighting', 'dragon', 'dark', 'bug', 'grass']","['poison', 'steel', 'fire', 'rock', 'electric']","['fighting', 'bug', 'dragon', 'dark', 'ground', 'grass']","['poison', 'steel', 'rock', 'electric', 'ice']",405,67
#259,Togekissトゲキッス,"['fairy', 'flying']","['Hustle', 'Serene Grace', 'Super Luck']",85,50,95,120,115,80,"['fighting', 'dragon', 'dark', 'bug', 'grass']","['poison', 'steel', 'fire', 'rock', 'electric']","['fighting', 'bug', 'dragon', 'dark', 'ground', 'grass']","['poison', 'steel', 'rock', 'electric', 'ice']",545,90
#260,Munchlaxゴンベ,['normal'],"['Pickup', 'Thick Fat', 'Gluttony']",135,85,40,40,85,5,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],390,65
#261,Snorlaxカビゴン,['normal'],"['Immunity', 'Thick Fat', 'Gluttony']",160,110,65,65,110,30,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],540,90
#262,Cottoneeモンメン,"['grass', 'fairy']","['Prankster', 'Infiltrator', 'Chlorophyll']",40,27,60,37,50,66,"['ground', 'rock', 'water', 'fighting', 'dark']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass']","['ground', 'water', 'grass', 'electric', 'fighting', 'dragon', 'dark']","['flying', 'poison', 'fire', 'ice', 'steel']",280,46
#263,Whimsicottエルフーン,"['grass', 'fairy']","['Prankster', 'Infiltrator', 'Chlorophyll']",60,67,85,77,75,116,"['ground', 'rock', 'water', 'fighting', 'dark']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass']","['ground', 'water', 'grass', 'electric', 'fighting', 'dragon', 'dark']","['flying', 'poison', 'fire', 'ice', 'steel']",480,80
#264,Rhyhornサイホーン,"['ground', 'rock']","['Lightning Rod', 'Rock Head', 'Reckless']",80,85,95,30,30,25,"['poison', 'rock', 'fire', 'electric', 'bug', 'ice']","['bug', 'grass', 'fighting', 'ground']","['poison', 'rock', 'electric', 'normal', 'flying', 'fire']","['water', 'ice', 'grass', 'fighting', 'ground', 'steel']",345,57
#265,Rhydonサイドン,"['ground', 'rock']","['Lightning Rod', 'Rock Head', 'Reckless']",105,130,120,45,45,40,"['poison', 'rock', 'fire', 'electric', 'bug', 'ice']","['bug', 'grass', 'fighting', 'ground']","['poison', 'rock', 'electric', 'normal', 'flying', 'fire']","['water', 'ice', 'grass', 'fighting', 'ground', 'steel']",485,80
#266,Rhyperiorドサイドン,"['ground', 'rock']","['Lightning Rod', 'Solid Rock', 'Reckless']",115,140,130,55,55,40,"['poison', 'rock', 'fire', 'electric', 'bug', 'ice']","['bug', 'grass', 'fighting', 'ground']","['poison', 'rock', 'electric', 'normal', 'flying', 'fire']","['water', 'ice', 'grass', 'fighting', 'ground', 'steel']",535,89
#267,Gothitaゴチム,['psychic'],"['Frisk', 'Competitive', 'Shadow Tag']",45,30,50,55,65,45,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",290,48
#268,Gothoritaゴチミル,['psychic'],"['Frisk', 'Competitive', 'Shadow Tag']",60,45,70,75,85,55,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",390,65
#269,Gothitelleゴチルゼル,['psychic'],"['Frisk', 'Competitive', 'Shadow Tag']",70,55,95,95,110,65,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",490,81
#270,Solosisユニラン,['psychic'],"['Overcoat', 'Magic Guard', 'Regenerator']",45,30,40,105,50,20,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",290,48
#271,Duosionダブラン,['psychic'],"['Overcoat', 'Magic Guard', 'Regenerator']",65,40,50,125,60,30,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",370,61
#272,Reuniclusランクルス,['psychic'],"['Overcoat', 'Magic Guard', 'Regenerator']",110,65,75,125,85,30,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",490,81
#273,Karrablastカブルモ,['bug'],"['Swarm', 'Shed Skin', 'No Guard']",50,75,45,40,45,60,"['grass', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fire', 'fairy']","['fighting', 'ground', 'grass']","['flying', 'rock', 'fire']",315,52
#274,Escavalierシュバルゴ,"['bug', 'steel']","['Swarm', 'Shell Armor', 'Overcoat']",70,135,105,60,105,20,"['grass', 'psychic', 'dark', 'rock', 'ice']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fire', 'water', 'electric']","['ground', 'grass', 'normal', 'poison', 'bug', 'steel', 'psychic', 'ice', 'dragon', 'fairy']","['fire', 'ground']",495,82
#275,Shelmetチョボマキ,['bug'],"['Hydration', 'Shell Armor', 'Overcoat']",50,40,85,40,65,25,"['grass', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fire', 'fairy']","['fighting', 'ground', 'grass']","['flying', 'rock', 'fire']",305,50
#276,Accelgorアギルダー,['bug'],"['Hydration', 'Sticky Hold', 'Unburden']",80,70,40,100,60,145,"['grass', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fire', 'fairy']","['fighting', 'ground', 'grass']","['flying', 'rock', 'fire']",495,82
#277,Elgyemリグレー,['psychic'],"['Telepathy', 'Synchronize', 'Analytic']",55,55,55,85,55,30,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",335,55
#278,Beheeyemオーベム,['psychic'],"['Telepathy', 'Synchronize', 'Analytic']",75,75,75,125,95,40,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",485,80
#279,Cubchooクマシュン,['ice'],"['Snow Cloak', 'Slush Rush', 'Rattled']",55,70,40,60,40,40,"['flying', 'ground', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']",['ice'],"['fighting', 'rock', 'steel', 'fire']",305,50
#280,Bearticツンベアー,['ice'],"['Snow Cloak', 'Slush Rush', 'Swift Swim']",95,130,80,70,80,50,"['flying', 'ground', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']",['ice'],"['fighting', 'rock', 'steel', 'fire']",505,84
#281,Ruffletワシボン,"['normal', 'flying']","['Keen Eye', 'Sheer Force', 'Hustle']",70,83,50,37,50,60,"['fighting', 'bug', 'grass']","['rock', 'ghost', 'steel', 'electric']","['ghost', 'ground', 'bug', 'grass']","['rock', 'electric', 'ice']",350,58
#282,Braviaryウォーグル,"['normal', 'flying']","['Keen Eye', 'Sheer Force', 'Defiant']",100,123,75,57,75,80,"['fighting', 'bug', 'grass']","['rock', 'ghost', 'steel', 'electric']","['ghost', 'ground', 'bug', 'grass']","['rock', 'electric', 'ice']",510,85
#283,Vullabyバルチャイ,"['dark', 'flying']","['Big Pecks', 'Overcoat', 'Weak Armor']",70,55,75,45,65,60,"['ghost', 'psychic', 'bug', 'grass']","['dark', 'fairy', 'rock', 'steel', 'electric']","['ghost', 'psychic', 'dark', 'ground', 'grass']","['fairy', 'rock', 'electric', 'ice']",370,61
#284,Mandibuzzバルジーナ,"['dark', 'flying']","['Big Pecks', 'Overcoat', 'Weak Armor']",110,65,105,55,95,80,"['ghost', 'psychic', 'bug', 'grass']","['dark', 'fairy', 'rock', 'steel', 'electric']","['ghost', 'psychic', 'dark', 'ground', 'grass']","['fairy', 'rock', 'electric', 'ice']",510,85
#285,Skorupiスコルピ,"['poison', 'bug']","['Battle Armor', 'Sniper', 'Keen Eye']",40,50,90,30,55,65,"['grass', 'psychic', 'dark']","['poison', 'ground', 'rock', 'steel', 'ghost', 'fighting', 'flying', 'fire']","['fighting', 'poison', 'grass', 'fairy', 'bug']","['psychic', 'flying', 'rock', 'fire']",330,55
#286,Drapionドラピオン,"['poison', 'dark']","['Battle Armor', 'Sniper', 'Keen Eye']",70,90,110,60,75,95,"['grass', 'ghost', 'psychic']","['poison', 'ground', 'rock', 'steel', 'ghost', 'fighting', 'dark']","['poison', 'grass', 'bug', 'ghost', 'dark']","['ground', 'bug']",500,83
